IDCliente,Estado Civil,Género,Hijos,Hijos en casa,Educación,Ocupación,Casa,Coches,Distancia,Región,Comprador,Edad,Ingresos
21817,M,M,1,3,Partial College,Professional,1,4,5-10 Miles,Europe,1,51,160000
21818,M,M,2,4,Partial College,Professional,1,3,5-10 Miles,Europe,0,52,110000
21819,M,F,2,4,Partial College,Professional,1,3,5-10 Miles,Europe,0,52,110000
21820,M,F,2,4,Partial College,Professional,1,3,5-10 Miles,Europe,0,41,110000
21821,S,M,2,4,High School,Professional,1,4,5-10 Miles,Europe,0,52,120000
21822,S,M,4,3,Bachelors,Management,0,3,0-1 Miles,Europe,1,53,170000
21823,S,F,3,4,High School,Professional,1,4,5-10 Miles,Europe,0,48,120000
21824,M,M,2,4,High School,Professional,1,3,5-10 Miles,Europe,0,53,150000
21825,M,M,3,4,Partial College,Professional,1,4,5-10 Miles,Europe,0,54,110000
21826,M,F,2,4,Partial High School,Professional,1,4,10+ Miles,Europe,0,54,120000
21827,M,F,3,4,Partial College,Professional,1,3,0-1 Miles,Europe,1,55,130000
21828,S,F,3,4,Partial College,Professional,0,3,0-1 Miles,Europe,1,55,130000
21829,M,F,3,3,High School,Professional,0,4,5-10 Miles,Europe,0,55,170000
21830,M,F,3,4,High School,Professional,1,2,5-10 Miles,Europe,1,54,170000
21831,M,F,3,2,Partial College,Professional,1,1,10+ Miles,Europe,0,50,80000
21832,M,M,5,0,Bachelors,Management,1,2,10+ Miles,Europe,0,65,80000
21833,S,M,5,0,Partial College,Professional,0,2,2-5 Miles,Europe,1,60,90000
21834,M,F,5,0,Partial College,Professional,1,2,10+ Miles,Europe,0,60,90000
21835,M,F,4,4,Bachelors,Management,1,4,10+ Miles,Europe,1,65,120000
21836,M,F,4,4,Bachelors,Management,1,4,5-10 Miles,Europe,0,65,120000
21837,M,F,5,0,Partial College,Professional,0,2,2-5 Miles,Europe,0,64,80000
21838,M,M,5,0,Partial College,Professional,1,2,10+ Miles,Europe,0,64,90000
21839,M,M,3,4,Bachelors,Management,1,4,10+ Miles,Europe,0,58,110000
21840,M,F,4,4,Partial College,Professional,1,4,5-10 Miles,Europe,0,64,130000
21841,M,F,3,4,Bachelors,Management,1,4,5-10 Miles,Europe,0,64,160000
21842,M,M,3,4,Bachelors,Management,1,1,10+ Miles,Europe,0,63,100000
21843,S,F,3,4,Bachelors,Management,1,4,10+ Miles,Europe,0,63,110000
21844,M,M,4,2,Partial College,Professional,1,1,2-5 Miles,Europe,0,55,80000
21845,M,M,3,4,High School,Professional,0,3,2-5 Miles,Europe,0,55,100000
21846,M,M,3,4,Partial College,Professional,1,4,10+ Miles,Europe,0,55,110000
21847,S,M,4,5,High School,Professional,0,1,0-1 Miles,Europe,0,55,130000
21848,M,M,4,5,Partial College,Professional,0,2,10+ Miles,Europe,1,57,130000
21849,M,M,4,1,Partial College,Professional,1,2,10+ Miles,Europe,0,58,80000
21850,M,M,4,1,High School,Professional,0,3,2-5 Miles,Europe,0,58,80000
21851,M,M,4,1,High School,Professional,1,2,10+ Miles,Europe,0,58,90000
21852,M,M,4,1,High School,Professional,1,3,2-5 Miles,Europe,0,58,90000
21853,M,F,3,4,Partial College,Professional,0,4,5-10 Miles,Europe,0,59,100000
21854,M,F,4,5,High School,Professional,1,3,10+ Miles,Europe,0,59,130000
21855,M,F,0,5,Partial College,Management,0,4,10+ Miles,Europe,1,53,170000
21856,M,M,4,5,Partial College,Management,0,3,10+ Miles,Europe,0,59,120000
21857,S,M,4,5,Bachelors,Management,0,3,0-1 Miles,Europe,1,60,150000
21858,S,M,4,5,High School,Management,0,4,0-1 Miles,Europe,1,44,160000
21859,S,F,5,1,Partial High School,Skilled Manual,1,3,10+ Miles,Europe,0,61,70000
21860,M,F,5,1,High School,Management,1,4,5-10 Miles,Europe,0,56,80000
21861,M,F,4,1,High School,Management,1,3,10+ Miles,Europe,0,61,90000
21862,M,F,4,1,High School,Management,1,3,10+ Miles,Europe,0,61,90000
21863,S,F,4,1,Partial High School,Skilled Manual,1,4,10+ Miles,Europe,0,56,90000
21864,S,M,3,4,High School,Management,1,4,10+ Miles,Europe,0,61,100000
21865,M,F,5,5,High School,Management,1,4,10+ Miles,Europe,0,61,130000
21866,M,F,5,0,Partial High School,Skilled Manual,0,2,5-10 Miles,Europe,0,63,80000
21867,M,M,5,0,Partial High School,Skilled Manual,1,2,10+ Miles,Europe,0,62,90000
21868,M,F,3,4,High School,Management,1,4,10+ Miles,Europe,0,63,100000
21869,M,F,3,4,Partial High School,Professional,1,4,5-10 Miles,Europe,0,62,100000
21870,M,F,5,5,Partial High School,Professional,1,4,10+ Miles,Europe,0,62,130000
21871,S,M,0,0,Bachelors,Professional,1,3,10+ Miles,Pacific,0,33,60000
21872,S,F,0,0,Bachelors,Professional,0,4,2-5 Miles,Pacific,0,34,60000
21873,M,F,0,0,Bachelors,Professional,1,2,10+ Miles,Pacific,1,34,70000
21874,M,F,0,0,Bachelors,Professional,0,2,10+ Miles,Pacific,1,33,70000
21875,S,M,0,0,Bachelors,Professional,0,2,10+ Miles,Pacific,1,33,70000
21876,S,M,0,0,Bachelors,Professional,0,2,10+ Miles,Pacific,1,33,70000
21877,S,M,0,0,Bachelors,Professional,1,2,10+ Miles,Pacific,1,33,80000
21878,M,M,0,0,Bachelors,Professional,1,2,10+ Miles,Pacific,1,33,80000
21879,S,M,0,0,Bachelors,Professional,0,3,10+ Miles,Pacific,0,35,70000
21880,M,M,0,0,Bachelors,Professional,1,3,10+ Miles,Pacific,0,30,70000
21881,S,F,0,0,Bachelors,Professional,0,3,10+ Miles,Pacific,0,34,80000
21882,S,M,0,0,Bachelors,Professional,1,2,10+ Miles,Pacific,1,34,90000
21883,S,F,0,0,Bachelors,Professional,0,4,10+ Miles,Pacific,0,36,70000
21884,M,F,0,0,Bachelors,Professional,1,3,10+ Miles,Pacific,0,36,80000
21885,S,M,0,0,Bachelors,Professional,1,3,10+ Miles,Pacific,1,35,90000
21886,S,F,0,5,High School,Management,1,2,10+ Miles,Pacific,1,35,100000
21887,M,F,0,0,Bachelors,Professional,0,3,10+ Miles,Pacific,0,37,80000
21888,S,M,0,5,High School,Management,1,2,10+ Miles,Pacific,1,36,100000
21889,M,F,0,5,Partial College,Management,1,3,10+ Miles,Pacific,1,36,110000
21890,M,F,0,5,Partial High School,Professional,1,4,10+ Miles,Pacific,0,37,120000
21891,M,F,0,5,High School,Management,1,3,10+ Miles,Pacific,1,37,110000
21892,M,F,0,5,High School,Management,1,3,10+ Miles,Pacific,1,38,100000
21893,S,F,0,5,High School,Management,1,4,10+ Miles,Pacific,1,38,100000
21894,S,M,0,0,Bachelors,Professional,0,4,10+ Miles,Pacific,1,33,90000
21895,S,F,0,0,Bachelors,Professional,0,4,10+ Miles,Pacific,1,33,90000
21896,M,M,0,5,High School,Management,1,4,10+ Miles,Pacific,0,39,100000
21897,M,M,0,5,Partial High School,Professional,0,4,10+ Miles,Pacific,1,38,110000
21898,M,M,0,5,Partial High School,Professional,1,4,10+ Miles,Pacific,0,39,110000
21899,M,F,0,5,Partial High School,Professional,1,4,10+ Miles,Pacific,1,33,110000
21900,S,M,4,3,Partial College,Professional,1,2,2-5 Miles,North America,0,34,80000
21901,M,F,5,5,Partial College,Professional,1,3,0-1 Miles,North America,0,45,90000
21902,S,F,2,2,Graduate Degree,Management,0,2,1-2 Miles,North America,0,34,130000
21903,S,M,3,2,Partial College,Professional,1,0,5-10 Miles,North America,1,53,70000
21904,M,M,4,3,Partial College,Professional,1,0,5-10 Miles,North America,0,48,70000
21905,M,M,2,0,Graduate Degree,Management,1,2,1-2 Miles,North America,0,75,50000
21906,M,F,2,0,Graduate Degree,Management,1,2,1-2 Miles,North America,0,76,50000
21907,M,F,2,0,Graduate Degree,Management,1,2,5-10 Miles,North America,0,75,60000
21908,M,F,2,0,Graduate Degree,Management,1,2,1-2 Miles,North America,0,75,60000
21909,M,F,1,1,Bachelors,Management,1,4,1-2 Miles,North America,1,75,160000
21910,S,F,0,0,Partial College,Clerical,0,1,2-5 Miles,Europe,1,30,30000
21911,S,F,0,0,Partial High School,Manual,0,2,0-1 Miles,Europe,0,29,20000
21912,S,F,0,0,Partial High School,Manual,1,2,1-2 Miles,Europe,1,30,20000
21913,S,M,0,0,Partial High School,Manual,0,2,1-2 Miles,Europe,0,29,20000
21914,S,F,0,0,Partial High School,Manual,0,2,0-1 Miles,Europe,0,30,20000
21915,M,M,1,0,Partial College,Skilled Manual,1,1,2-5 Miles,North America,1,47,70000
21916,M,M,4,3,High School,Skilled Manual,1,2,0-1 Miles,North America,0,43,40000
21917,M,M,4,3,High School,Skilled Manual,1,3,10+ Miles,North America,0,37,40000
21918,S,F,4,3,High School,Skilled Manual,1,3,5-10 Miles,North America,0,48,40000
21919,M,F,1,0,Partial College,Skilled Manual,1,1,2-5 Miles,North America,1,48,60000
21920,M,F,1,0,Partial College,Skilled Manual,1,1,2-5 Miles,North America,1,49,60000
21921,M,M,1,0,Partial College,Skilled Manual,1,1,0-1 Miles,North America,1,48,60000
21922,M,F,1,0,Partial College,Skilled Manual,1,1,2-5 Miles,North America,1,48,60000
21923,M,M,1,0,Partial College,Skilled Manual,1,1,0-1 Miles,North America,1,48,60000
21924,M,M,4,2,High School,Skilled Manual,1,2,2-5 Miles,North America,1,44,40000
21925,S,F,0,0,Bachelors,Professional,0,1,0-1 Miles,North America,0,49,40000
21926,S,F,0,0,Graduate Degree,Professional,0,1,2-5 Miles,North America,1,42,60000
21927,S,F,0,0,Graduate Degree,Professional,0,1,2-5 Miles,North America,1,42,60000
21928,S,M,0,0,Graduate Degree,Professional,1,1,2-5 Miles,North America,1,43,60000
21929,S,F,0,0,Graduate Degree,Professional,0,1,2-5 Miles,North America,1,31,60000
21930,S,F,0,0,Graduate Degree,Professional,1,1,2-5 Miles,North America,1,31,60000
21931,M,M,1,0,Partial College,Skilled Manual,0,1,0-1 Miles,North America,1,49,60000
21932,M,M,1,0,Partial College,Skilled Manual,1,1,2-5 Miles,North America,1,44,60000
21933,M,F,4,3,Bachelors,Professional,1,0,2-5 Miles,North America,0,50,60000
21934,M,F,4,3,Bachelors,Professional,1,0,0-1 Miles,North America,0,50,60000
21935,M,F,4,3,Bachelors,Professional,0,0,0-1 Miles,North America,0,45,60000
21936,M,F,4,3,Bachelors,Professional,0,0,0-1 Miles,North America,0,44,60000
21937,S,F,4,3,Bachelors,Professional,1,0,2-5 Miles,North America,1,44,60000
21938,M,F,4,3,Bachelors,Professional,1,1,2-5 Miles,North America,0,45,60000
21939,M,M,2,0,Graduate Degree,Professional,1,1,2-5 Miles,North America,1,45,70000
21940,M,M,5,0,Graduate Degree,Professional,1,0,0-1 Miles,North America,1,50,90000
21941,S,F,3,2,Bachelors,Professional,0,1,0-1 Miles,North America,1,52,60000
21942,M,F,5,0,Graduate Degree,Professional,1,0,0-1 Miles,North America,1,51,80000
21943,S,F,4,4,Graduate Degree,Management,1,0,0-1 Miles,Pacific,1,40,80000
21944,M,F,1,0,Graduate Degree,Management,1,0,0-1 Miles,Pacific,1,35,90000
21945,S,F,1,0,Graduate Degree,Management,1,0,0-1 Miles,Pacific,1,30,90000
21946,M,F,2,0,Bachelors,Professional,1,0,1-2 Miles,Pacific,1,41,90000
21947,M,F,2,0,Bachelors,Professional,1,0,0-1 Miles,Pacific,1,40,90000
21948,M,F,1,0,Graduate Degree,Management,1,0,0-1 Miles,Pacific,1,40,100000
21949,S,M,1,0,Graduate Degree,Management,0,0,0-1 Miles,Pacific,1,35,100000
21950,S,M,1,0,Graduate Degree,Management,1,0,0-1 Miles,Pacific,1,40,100000
21951,S,M,4,4,Graduate Degree,Management,1,1,0-1 Miles,Pacific,1,33,80000
21952,S,F,5,5,Bachelors,Professional,1,3,10+ Miles,Pacific,0,41,70000
21953,M,M,5,5,Bachelors,Professional,0,3,10+ Miles,Pacific,0,42,70000
21954,S,F,5,5,Bachelors,Professional,1,3,10+ Miles,Pacific,0,37,70000
21955,S,F,1,0,Graduate Degree,Management,1,1,5-10 Miles,Pacific,1,40,110000
21956,S,M,1,0,Graduate Degree,Management,0,1,1-2 Miles,Pacific,1,40,120000
21957,M,F,1,0,Graduate Degree,Management,1,1,2-5 Miles,Pacific,1,40,120000
21958,S,F,1,0,Graduate Degree,Management,0,0,0-1 Miles,Pacific,1,40,130000
21959,M,M,1,0,Graduate Degree,Management,1,1,2-5 Miles,Pacific,1,40,130000
21960,M,F,5,5,Bachelors,Professional,0,4,10+ Miles,Pacific,0,43,70000
21961,M,F,5,5,Bachelors,Professional,1,4,10+ Miles,Pacific,0,37,70000
21962,S,F,5,5,Graduate Degree,Management,1,2,0-1 Miles,Pacific,0,42,80000
21963,M,F,5,5,Graduate Degree,Management,1,2,0-1 Miles,Pacific,0,37,80000
21964,M,M,5,5,Graduate Degree,Management,1,3,0-1 Miles,Pacific,0,42,80000
21965,M,F,5,5,Bachelors,Professional,1,3,0-1 Miles,Pacific,0,43,80000
21966,M,M,2,0,Bachelors,Professional,1,0,2-5 Miles,Pacific,1,43,90000
21967,M,M,2,2,Bachelors,Professional,1,1,2-5 Miles,Pacific,0,44,60000
21968,S,M,0,0,Bachelors,Professional,0,1,0-1 Miles,Pacific,1,41,70000
21969,S,F,0,0,Bachelors,Professional,0,1,0-1 Miles,Pacific,1,42,70000
21970,S,F,3,3,Bachelors,Professional,1,2,5-10 Miles,Pacific,0,29,60000
21971,M,M,4,4,Bachelors,Professional,1,2,5-10 Miles,Pacific,0,45,60000
21972,M,F,4,4,Bachelors,Professional,0,2,0-1 Miles,Pacific,0,39,60000
21973,M,F,4,4,Bachelors,Professional,0,3,10+ Miles,Pacific,0,46,60000
21974,S,F,0,0,Bachelors,Professional,1,1,5-10 Miles,Pacific,1,29,70000
21975,M,M,5,5,Bachelors,Professional,1,3,5-10 Miles,Pacific,0,41,60000
21976,S,F,3,2,Bachelors,Professional,0,2,0-1 Miles,Pacific,1,46,60000
21977,S,M,0,0,Bachelors,Professional,0,1,5-10 Miles,Pacific,0,46,70000
21978,M,F,4,4,Bachelors,Professional,1,0,0-1 Miles,Pacific,0,43,90000
21979,M,M,1,0,Bachelors,Professional,1,1,5-10 Miles,Pacific,1,42,60000
21980,S,F,1,0,Bachelors,Professional,1,1,5-10 Miles,Pacific,1,48,60000
21981,M,F,1,0,Bachelors,Professional,1,1,5-10 Miles,Pacific,0,43,60000
21982,M,F,1,0,Partial College,Skilled Manual,1,1,0-1 Miles,Pacific,1,49,60000
21983,M,M,1,0,Partial College,Skilled Manual,1,1,0-1 Miles,Pacific,1,49,60000
21984,S,F,1,0,Partial College,Skilled Manual,1,1,5-10 Miles,Pacific,1,44,60000
21985,M,M,1,0,Partial College,Skilled Manual,1,1,5-10 Miles,Pacific,1,49,60000
21986,S,F,1,0,Partial College,Skilled Manual,1,1,5-10 Miles,Pacific,1,49,60000
21987,S,M,0,0,Bachelors,Professional,1,1,5-10 Miles,Pacific,1,44,70000
21988,M,F,5,5,Bachelors,Professional,1,4,0-1 Miles,Pacific,0,44,80000
21989,M,M,5,5,Bachelors,Professional,1,4,1-2 Miles,Pacific,0,44,80000
21990,S,M,5,5,Bachelors,Professional,1,4,1-2 Miles,Pacific,0,39,80000
21991,M,F,5,5,Bachelors,Professional,0,4,0-1 Miles,Pacific,0,44,80000
21992,S,M,5,5,Bachelors,Professional,1,4,1-2 Miles,Pacific,0,44,80000
21993,M,M,0,0,Bachelors,Professional,0,1,0-1 Miles,Pacific,0,34,70000
21994,S,F,1,0,Bachelors,Professional,1,1,2-5 Miles,Pacific,1,51,90000
21995,S,F,5,4,Partial College,Skilled Manual,1,2,5-10 Miles,Pacific,0,48,70000
21996,M,F,1,0,Partial College,Skilled Manual,1,1,0-1 Miles,Pacific,1,48,60000
21997,M,M,5,4,Bachelors,Professional,1,2,1-2 Miles,Pacific,0,52,80000
21998,M,M,2,0,Bachelors,Professional,1,1,5-10 Miles,Pacific,0,51,90000
21999,M,F,2,0,Bachelors,Management,0,1,2-5 Miles,Pacific,1,46,90000
22000,M,F,4,0,Bachelors,Management,1,2,0-1 Miles,Pacific,1,46,100000
22001,S,M,1,0,Partial College,Skilled Manual,1,1,5-10 Miles,Pacific,0,52,70000
22002,M,F,2,0,Partial College,Clerical,0,2,0-1 Miles,Pacific,0,73,30000
22003,M,F,2,0,Bachelors,Management,1,1,5-10 Miles,Pacific,0,73,40000
22004,M,F,1,0,Partial College,Skilled Manual,1,1,5-10 Miles,Pacific,1,49,60000
22005,M,F,5,4,Partial College,Skilled Manual,0,3,5-10 Miles,Pacific,0,50,70000
22006,M,M,5,4,Partial College,Skilled Manual,1,3,5-10 Miles,Pacific,0,49,70000
22007,S,F,0,0,High School,Skilled Manual,0,2,5-10 Miles,North America,0,33,30000
22008,S,F,0,0,High School,Skilled Manual,0,1,0-1 Miles,North America,1,34,40000
22009,S,M,0,0,High School,Skilled Manual,1,1,5-10 Miles,North America,0,35,40000
22010,S,M,0,0,High School,Skilled Manual,1,2,5-10 Miles,North America,0,34,40000
22011,S,M,0,0,High School,Skilled Manual,0,2,0-1 Miles,North America,0,29,30000
22012,S,F,0,0,High School,Skilled Manual,0,2,0-1 Miles,North America,0,29,30000
22013,S,M,0,0,High School,Skilled Manual,0,2,0-1 Miles,North America,1,29,30000
22014,S,M,0,0,High School,Skilled Manual,1,2,5-10 Miles,North America,0,29,30000
22015,M,F,0,0,High School,Skilled Manual,1,2,5-10 Miles,North America,0,29,30000
22016,S,M,0,0,Partial High School,Clerical,0,2,0-1 Miles,North America,1,29,30000
22017,M,F,2,0,Partial College,Clerical,0,2,5-10 Miles,Pacific,0,72,30000
22018,M,M,2,0,Bachelors,Management,1,2,0-1 Miles,Pacific,0,72,40000
22019,M,F,0,0,High School,Skilled Manual,0,2,0-1 Miles,North America,0,32,40000
22020,M,M,2,0,Bachelors,Management,1,2,5-10 Miles,Pacific,0,71,40000
22021,S,M,0,0,Partial High School,Clerical,0,2,5-10 Miles,North America,0,32,30000
22022,S,M,0,0,Partial High School,Clerical,0,2,5-10 Miles,North America,0,32,30000
22023,S,M,0,0,Partial High School,Clerical,0,2,0-1 Miles,North America,0,32,30000
22024,S,M,0,0,High School,Skilled Manual,1,2,5-10 Miles,North America,0,33,40000
22025,S,F,0,0,High School,Skilled Manual,0,2,0-1 Miles,North America,0,32,40000
22026,M,F,0,0,Partial High School,Clerical,0,2,0-1 Miles,North America,0,30,30000
22027,S,M,0,0,Partial High School,Clerical,0,2,5-10 Miles,North America,0,30,30000
22028,M,F,2,0,Partial College,Clerical,0,2,5-10 Miles,Pacific,0,70,30000
22029,M,F,2,0,Bachelors,Management,1,2,5-10 Miles,Pacific,0,70,40000
22030,M,F,2,0,Bachelors,Management,1,2,5-10 Miles,Pacific,1,69,40000
22031,M,M,2,0,Bachelors,Management,1,2,0-1 Miles,Pacific,1,69,40000
22032,M,M,2,0,Bachelors,Management,1,2,0-1 Miles,Pacific,1,67,40000
22033,S,M,2,0,Graduate Degree,Management,1,1,5-10 Miles,Pacific,1,67,50000
22034,M,M,0,0,Partial College,Skilled Manual,1,1,5-10 Miles,North America,0,33,40000
22035,M,M,0,0,Partial College,Skilled Manual,1,1,5-10 Miles,North America,0,33,40000
22036,S,F,0,0,High School,Skilled Manual,0,2,1-2 Miles,North America,1,34,40000
22037,M,F,0,0,High School,Skilled Manual,0,2,1-2 Miles,North America,0,34,40000
22038,S,F,0,0,Partial College,Skilled Manual,1,1,5-10 Miles,North America,0,30,50000
22039,S,F,0,0,Partial College,Skilled Manual,1,1,5-10 Miles,North America,0,36,50000
22040,M,M,0,0,Partial College,Skilled Manual,0,1,1-2 Miles,North America,0,35,50000
22041,S,F,0,0,Partial College,Skilled Manual,0,1,5-10 Miles,North America,1,36,60000
22042,M,F,0,0,Partial College,Skilled Manual,1,2,5-10 Miles,North America,1,32,70000
22043,S,F,0,0,Partial College,Skilled Manual,0,2,0-1 Miles,North America,1,37,70000
22044,S,M,0,0,Bachelors,Management,0,1,0-1 Miles,North America,1,32,80000
22045,S,M,0,0,Bachelors,Management,0,1,0-1 Miles,North America,1,36,80000
22046,S,F,0,0,Bachelors,Management,0,1,0-1 Miles,North America,1,31,80000
22047,M,M,4,4,Bachelors,Management,1,1,1-2 Miles,North America,0,35,90000
22048,M,F,1,0,Bachelors,Management,1,2,1-2 Miles,North America,1,42,100000
22049,S,M,0,0,Graduate Degree,Management,0,1,10+ Miles,North America,0,37,130000
22050,S,M,4,4,Bachelors,Management,1,1,1-2 Miles,North America,1,42,90000
22051,S,F,4,4,Partial College,Skilled Manual,0,3,1-2 Miles,North America,0,41,90000
22052,M,M,2,1,Graduate Degree,Management,1,3,1-2 Miles,North America,0,36,110000
22053,S,M,1,1,Bachelors,Management,0,4,0-1 Miles,North America,0,35,120000
22054,S,M,1,1,Bachelors,Management,1,4,2-5 Miles,North America,1,41,120000
22055,M,F,1,1,Bachelors,Management,1,4,0-1 Miles,North America,0,36,120000
22056,M,M,0,0,High School,Skilled Manual,0,2,1-2 Miles,North America,0,31,40000
22057,S,M,0,0,High School,Skilled Manual,1,2,5-10 Miles,North America,0,31,40000
22058,S,M,0,0,High School,Skilled Manual,0,2,1-2 Miles,North America,1,31,40000
22059,M,M,0,0,High School,Skilled Manual,1,2,5-10 Miles,North America,0,32,40000
22060,M,M,0,0,Partial College,Skilled Manual,1,1,5-10 Miles,North America,0,31,40000
22061,S,F,0,0,Partial College,Skilled Manual,0,2,1-2 Miles,North America,1,31,60000
22062,S,M,0,0,Partial College,Skilled Manual,0,2,1-2 Miles,North America,1,31,60000
22063,M,F,2,1,Partial High School,Clerical,1,2,5-10 Miles,Pacific,0,64,10000
22064,M,M,4,0,High School,Skilled Manual,1,2,5-10 Miles,Pacific,0,64,20000
22065,M,M,4,0,High School,Skilled Manual,0,2,1-2 Miles,Pacific,0,63,20000
22066,M,F,1,1,Graduate Degree,Skilled Manual,1,0,1-2 Miles,North America,1,33,70000
22067,M,F,1,1,Graduate Degree,Skilled Manual,1,0,0-1 Miles,North America,1,33,70000
22068,S,M,0,2,Partial College,Professional,1,2,5-10 Miles,North America,0,46,100000
22069,S,F,0,2,Partial College,Professional,1,2,5-10 Miles,North America,0,40,100000
22070,M,M,4,3,Bachelors,Management,1,0,5-10 Miles,North America,0,46,110000
22071,S,M,4,3,Bachelors,Management,0,0,1-2 Miles,North America,0,46,110000
22072,S,M,2,2,Bachelors,Management,0,2,0-1 Miles,North America,1,46,160000
22073,M,M,5,4,Partial College,Professional,1,4,5-10 Miles,North America,0,47,90000
22074,S,M,1,2,Partial College,Professional,1,4,5-10 Miles,North America,1,42,100000
22075,M,M,1,3,Bachelors,Management,1,1,5-10 Miles,North America,0,42,110000
22076,M,M,1,3,Bachelors,Management,1,2,1-2 Miles,North America,0,42,110000
22077,M,M,1,3,Bachelors,Management,1,3,5-10 Miles,North America,0,47,110000
22078,M,M,1,3,Partial College,Professional,1,4,5-10 Miles,North America,1,42,120000
22079,M,F,5,4,Partial College,Professional,1,3,5-10 Miles,North America,0,42,70000
22080,M,F,5,4,Partial College,Professional,1,3,1-2 Miles,North America,0,42,70000
22081,M,F,3,2,Partial College,Professional,1,4,1-2 Miles,North America,0,43,100000
22082,S,M,1,3,Bachelors,Management,1,3,5-10 Miles,North America,1,42,110000
22083,M,M,1,3,Bachelors,Management,1,3,2-5 Miles,North America,0,49,110000
22084,M,M,1,3,Partial College,Professional,1,4,5-10 Miles,North America,0,43,110000
22085,M,F,1,3,Partial College,Professional,1,4,5-10 Miles,North America,0,43,110000
22086,M,F,1,3,Partial College,Professional,1,4,5-10 Miles,North America,0,48,110000
22087,M,F,1,3,High School,Professional,1,4,2-5 Miles,North America,0,42,120000
22088,M,F,1,3,Bachelors,Management,1,2,0-1 Miles,North America,1,49,130000
22089,M,M,1,3,Bachelors,Management,1,3,0-1 Miles,North America,1,49,130000
22090,M,F,4,3,High School,Professional,1,0,1-2 Miles,North America,0,54,70000
22091,M,F,3,2,Partial College,Professional,1,1,5-10 Miles,North America,1,54,80000
22092,M,F,2,1,High School,Professional,1,1,10+ Miles,North America,1,55,90000
22093,M,F,2,1,High School,Professional,1,1,10+ Miles,North America,1,54,90000
22094,M,M,2,1,High School,Professional,1,1,10+ Miles,North America,1,54,90000
22095,S,M,2,1,High School,Professional,1,1,10+ Miles,North America,0,54,90000
22096,S,M,2,0,Partial High School,Skilled Manual,1,2,5-10 Miles,North America,0,56,70000
22097,M,M,3,0,Partial College,Professional,1,2,5-10 Miles,North America,0,69,40000
22098,S,F,2,0,Graduate Degree,Management,0,2,1-2 Miles,North America,0,74,50000
22099,M,M,4,0,Graduate Degree,Management,1,2,1-2 Miles,North America,1,74,80000
22100,M,M,5,4,Partial College,Professional,1,3,1-2 Miles,North America,0,33,80000
22101,S,F,4,3,High School,Professional,0,3,1-2 Miles,North America,0,44,90000
22102,M,M,0,3,Partial College,Professional,1,1,1-2 Miles,North America,0,44,100000
22103,M,F,3,3,Partial College,Professional,0,4,2-5 Miles,North America,0,44,110000
22104,S,M,4,3,Partial College,Professional,1,4,5-10 Miles,North America,1,50,110000
22105,M,F,5,4,High School,Professional,1,2,2-5 Miles,North America,0,50,120000
22106,M,F,1,3,Partial College,Professional,1,2,0-1 Miles,North America,1,38,160000
22107,S,M,2,0,Partial High School,Skilled Manual,0,2,1-2 Miles,North America,0,49,70000
22108,S,M,2,0,Partial High School,Skilled Manual,0,2,1-2 Miles,North America,0,55,70000
22109,M,M,2,0,Partial High School,Skilled Manual,0,2,1-2 Miles,North America,1,56,60000
22110,M,M,2,0,Partial High School,Skilled Manual,1,2,5-10 Miles,North America,0,55,60000
22111,M,F,2,0,Partial High School,Skilled Manual,0,2,1-2 Miles,North America,1,55,60000
22112,M,F,3,0,Partial High School,Skilled Manual,1,2,5-10 Miles,North America,1,55,60000
22113,S,F,3,0,Graduate Degree,Management,1,2,5-10 Miles,North America,1,51,70000
22114,M,M,3,0,Graduate Degree,Management,1,2,5-10 Miles,North America,1,56,70000
22115,M,M,3,0,Graduate Degree,Management,0,2,1-2 Miles,North America,1,56,70000
22116,S,M,3,0,Graduate Degree,Management,1,2,5-10 Miles,North America,1,50,70000
22117,M,F,3,0,Graduate Degree,Management,1,2,1-2 Miles,North America,1,56,70000
22118,S,F,3,0,Graduate Degree,Management,1,2,5-10 Miles,North America,1,56,70000
22119,M,F,3,0,Graduate Degree,Management,1,2,1-2 Miles,North America,1,50,70000
22120,M,F,3,0,Graduate Degree,Management,1,2,5-10 Miles,North America,1,56,60000
22121,M,M,3,0,Partial College,Professional,0,2,1-2 Miles,North America,1,57,40000
22122,M,F,3,0,Partial College,Professional,1,2,5-10 Miles,North America,0,57,40000
22123,S,F,3,0,Graduate Degree,Management,1,2,10+ Miles,North America,0,72,60000
22124,M,F,3,0,Graduate Degree,Management,1,2,10+ Miles,North America,0,72,60000
22125,M,M,3,0,Graduate Degree,Management,1,2,10+ Miles,North America,0,73,60000
22126,M,F,3,0,Graduate Degree,Management,0,2,1-2 Miles,North America,0,72,60000
22127,M,M,3,0,Graduate Degree,Management,1,2,1-2 Miles,North America,0,65,60000
22128,M,F,4,0,Graduate Degree,Management,1,2,1-2 Miles,North America,1,71,70000
22129,M,F,4,0,Graduate Degree,Management,1,2,10+ Miles,North America,1,71,70000
22130,M,M,5,0,Graduate Degree,Management,1,2,1-2 Miles,North America,1,66,70000
22131,M,F,5,0,Graduate Degree,Management,1,2,10+ Miles,North America,1,71,70000
22132,M,F,5,0,Graduate Degree,Management,1,2,10+ Miles,North America,1,72,70000
22133,M,M,4,0,Graduate Degree,Management,1,2,1-2 Miles,North America,1,71,80000
22134,M,M,3,0,Graduate Degree,Management,1,2,10+ Miles,North America,0,70,60000
